time,temperature
1851,-0.1620105035477778
1852,-0.4253520457142856
1853,0.4905542233333334
1854,-2.9424986955555554
1855,-2.01147149
1856,-0.7879634514285713
1857,-1.7396597042222224
1858,-3.004095997333333
1859,-0.23216155009777775
1860,-1.80547447
1861,-1.3351863135555555
1862,-0.9285976097777777
1863,0.5255197211111111
1864,-2.150961790879121
1865,-2.1079020018888888
1866,1.0550753877777779
1867,1.3807366266666667
1868,-1.3305242901098902
1869,2.354996133333333
1870,-2.181194018888889
1871,-2.948594617777778
1872,-1.5604553316483516
1873,0.8433016844444444
1874,-0.8918587962222222
1875,-1.8314561511111112
1876,-1.780361167032967
1877,2.464027728888889
1878,-0.8578045115555554
1879,-1.1681706477777778
1880,-3.3967105156043957
1881,0.07363547777777768
1882,-0.48658823722222216
1883,0.9374097936666668
1884,0.7494790032967034
1885,-0.2566701375555555
1886,-2.0481134077777776
1887,-2.2716259195555555
1888,-2.5118459197802196
1889,-2.073751304222222
1890,-1.6377590777777777
1891,-4.571575057777778
1892,-0.29921090912087916
1893,-2.561467398888889
1894,-1.0288380055555555
1895,-4.745797288888888
1896,-1.2036384373626372
1897,0.20536554733333326
1898,0.18938012677777774
1899,1.3754990002222223
1900,0.17718298266666666
1901,-2.187763001111111
1902,0.09103201377777778
1903,-0.04227215733333328
1904,-1.0241842505494505
1905,-1.0820504517777776
1906,-0.6312611531111112
1907,-2.5685392633333337
1908,-0.7122623968131869
1909,-2.4701737611111114
1910,0.7595742344444445
1911,-0.7554701599999998
1912,1.9503504604395605
1913,0.4740726815555555
1914,-0.996138802888889
1915,0.45082936672222235
1916,2.4256463384615383
1917,-1.8138092522222224
1918,-1.2908013077777778
1919,0.4368875277777778
1920,1.5869859208791208
1921,1.135972264888889
1922,-0.707389915
1923,0.4740137504444445
1924,-1.9878228699999998
1925,1.194021983951111
1926,1.284396455222222
1927,-0.5615027366666666
1928,0.6714325465934068
1929,-4.5481744399999995
1930,1.1024214244444446
1931,-1.072198268
1932,-1.9043561736263737
1933,-1.133654003888889
1934,-2.109914773333333
1935,0.36465304444444435
1936,0.7374731837362639
1937,1.2032505062222223
1938,-0.6994297738888889
1939,-0.08247036277777775
1940,-3.0563926945054947
1941,-2.8419473973333336
1942,-4.025927045555556
1943,0.5946991455555555
1944,-0.6464926066373627
1945,-1.4996190822222222
1946,-0.03881969044444457
1947,-3.1309229033333335
1948,1.2043061703296702
1949,-0.08772531144444445
1950,1.1602196033333334
1951,-0.05236892488888889
1952,-0.9852571417582418
1953,-1.7829734544444447
1954,-1.4095020333333332
1955,0.3659112151111111
1956,-1.7174971626373625
1957,0.5849559197777777
1958,0.36659889777777777
1959,0.36979825855555554
1960,0.636452720879121
1961,1.1391531447777778
1962,0.22008807166666666
1963,-5.2560365255555554
1964,-1.6451667186813186
1965,-1.5791667886666667
1966,1.3164635844444443
1967,0.733944711111111
1968,-0.8167977362637362
1969,-1.2225524736666666
1970,-1.8678791175555554
1971,-1.246178678333333
1972,0.9232097384615385
1973,-0.987018076
1974,1.5007868122222223
1975,2.5191657255555557
1976,0.09459839813186821
1977,0.5868249084511112
1978,-0.1444680315555556
1979,-0.6534988477777778
1980,1.0983149164835164
1981,-2.1268090977777776
1982,-0.42429477627222223
1983,0.5661108233333333
1984,-0.28284295549450555
1985,-2.1999418822222223
1986,-1.2369708764444445
1987,-1.360585807888889
1988,1.8862393754945055
1989,1.7676102692222222
1990,2.682377394444445
1991,-0.9062100562222222
1992,-0.24482125021978018
1993,0.7928884076666667
1994,1.9334100922222222
1995,1.9225089433333333
1996,-0.7079892551648351
1997,0.17820301222222207
1998,2.038096441111111
1999,-0.05020377177777779
2000,1.0796956335164836
2001,2.10846082
2002,1.0104902307777777
2003,-0.28551985777777766
2004,0.5991929084615385
2005,-0.9392043059999998
2006,-1.6822330844444444
2007,3.2186853155555557
2008,1.8462080877032967
2009,-1.0847095966666667
2010,-0.9483696403999999
2011,0.13669879755555547
2012,-0.08527088571428565
2013,-0.4601445383333333
2014,2.2561581966666666
2015,0.7768963955555555
2016,2.771945301098901
2017,-0.05055438777777781
2018,0.9207357155555554
2019,1.6288859750000002
