time,temperature
1851,-0.6439191944444445
1852,-0.9607768624175824
1853,-0.08505083844444439
1854,-2.9717354
1855,-2.143426265111111
1856,-1.0074159250549448
1857,-2.048213551111111
1858,-3.0475878191111114
1859,-0.9715926023333332
1860,-2.279442418076923
1861,-1.6984732333333332
1862,-1.2897220783333334
1863,-0.17183610586666664
1864,-2.449540946593407
1865,-2.2226686366666666
1866,0.6863259511111109
1867,0.8305818822222222
1868,-1.7776365208791207
1869,1.6301114633333331
1870,-2.1107483555555557
1871,-3.128295883111111
1872,-1.7232614714285712
1873,0.38431872
1874,-1.2172538285555556
1875,-2.0383228413333336
1876,-1.8340265406593406
1877,1.7124465944444447
1878,-0.9189317055555555
1879,-1.69362459
1880,-3.3444471038461536
1881,-0.38700582333333344
1882,-0.7330192436666667
1883,0.4493718008
1884,0.32158058461538475
1885,-0.8166041384444443
1886,-2.12585861
1887,-2.6678455266666665
1888,-2.8717530329670327
1889,-2.0821890888888888
1890,-1.78301598
1891,-4.376859285555556
1892,-0.6076136003296703
1893,-2.759480877222222
1894,-1.3271090726666666
1895,-4.641385411111111
1896,-1.3461866546153844
1897,-0.19786362333333324
1898,-0.15786856222222226
1899,1.2012562242222222
1900,-0.17860280604444445
1901,-2.2573740577777777
1902,-0.7157293846666668
1903,-0.20735644444444445
1904,-1.1789599109890108
1905,-1.4952268201333334
1906,-1.0048637677777776
1907,-2.833689086666667
1908,-0.583597413076923
1909,-2.509695427777778
1910,0.26962993288888887
1911,-0.8426689013333333
1912,1.6299416564835165
1913,0.15034977032222221
1914,-1.2566275906666666
1915,-0.4393939385555556
1916,1.5362728457142856
1917,-2.2271841733333337
1918,-1.4414014411111111
1919,-0.10472430888888884
1920,1.2489865637362636
1921,0.39294550792222216
1922,-0.8725757903666665
1923,-0.07459186600000006
1924,-1.6660382160439562
1925,0.7009521175555556
1926,0.6582372377777778
1927,-0.8963732927777778
1928,0.3603685092307693
1929,-4.148376013333333
1930,0.5312961466666666
1931,-1.2173524777777776
1932,-2.0928765707692305
1933,-1.0578329566666667
1934,-2.3696772847777776
1935,-0.04339244166666656
1936,0.4724216720879121
1937,1.0765373945555556
1938,-1.0382323455555555
1939,-0.40521259488888894
1940,-2.5599171186813185
1941,-2.9425846628888888
1942,-4.014395563333333
1943,0.2461024806666667
1944,-0.958145576043956
1945,-1.9064799855555554
1946,-0.3235517931111112
1947,-3.1439840855555556
1948,0.40355230109890117
1949,0.03108352511111112
1950,0.6069646722222223
1951,-0.6203436907777777
1952,-1.3666436809890108
1953,-2.1267294055555555
1954,-1.3475741655555558
1955,0.45966919199999995
1956,-1.8695268074725275
1957,0.28035818333333323
1958,0.1790448755555556
1959,0.22971446355555555
1960,0.2433049131868132
1961,0.6833692086666666
1962,0.12560439722222225
1963,-4.830275124444444
1964,-1.5743126989010987
1965,-1.631109517222222
1966,0.8393018000000001
1967,0.013186109111111153
1968,-1.1305194629670328
1969,-1.4002226119999999
1970,-1.6740358463333336
1971,-1.3625227813
1972,0.5082862342857144
1973,-1.1520160322222222
1974,1.0559039888888888
1975,1.8831746766666666
1976,-0.24356995714285715
1977,0.3614646193333333
1978,-0.26079966999999993
1979,-0.6797495766666667
1980,0.6086619725274726
1981,-2.1555170055555557
1982,0.17023850877777777
1983,-0.12176374333333329
1984,-0.6313854468571429
1985,-2.2341354586666666
1986,-1.507363848888889
1987,-1.5970373411555558
1988,1.4349271076923076
1989,1.0528940443888888
1990,1.9779566215555555
1991,-1.2699658556666666
1992,-0.6145321038461538
1993,0.47064829555555554
1994,1.2237745982222221
1995,1.4985463233333336
1996,-0.3803048859340659
1997,0.22191047444444448
1998,1.3613502402222224
1999,-0.2906148691111111
2000,0.43611015186813185
2001,1.7708866588888887
2002,0.3232166837777778
2003,-0.37068899888888895
2004,0.23726489164835163
2005,-1.3255585851111111
2006,-1.8072419388888887
2007,2.398409107777778
2008,1.1809686494505496
2009,-1.32366419
2010,-1.2307066497777777
2011,-0.24862167177777778
2012,-0.5559544109890111
2013,-0.8853027437777778
2014,1.8122805166666665
2015,0.40622035488888886
2016,2.3724676747252746
2017,-0.10990977800000007
2018,0.3645582357777777
2019,1.1187115844444446
